,Unnamed: 0,index,user_id,created_at,text,state,county,category
2707,60717,122,19185382,8/28/2017,"checking for damage &amp; leaks due to #hurricaneharvey (@ staff house in beeville, tx) https://t.co/ybmurkvpus",Texas,Bee County,home
2735,61406,133,28930287,8/28/2017,"not flooded in but trapped in by a stuck metro bus. #hurricaneharvey @ northeast houston,?? https://t.co/hl4rcyvq45",Texas,Harris County,transportation
2737,61420,151,{'$numberLong': '2893384172'},8/28/2017,#hurricaneharvey victims there is shelter at george r brown. if you tried to leave and it looks?? https://t.co/6o3eswjteb,Texas,Harris County,home
2744,61479,234,50370358,8/28/2017,turn sound on for this one. not the sound you want to hear in your house. #hurricaineharvey?? https://t.co/1fzhxxqpcx,Texas,Harris County,home
2824,62508,629,314980662,8/28/2017,"#repost madelinegardner (get_repost)
?????????
praying for all in #texas ???????????????? #harvey #shelter?? https://t.co/thbu9lv26e",Texas,Hidalgo County,home
2825,62546,675,26598447,8/28/2017,absolutely heartbroken over the devastating destruction of #hurricaneharvey on my beloved home?? https://t.co/wy4caikcou,Texas,Harris County,home
2878,63706,358,58624342,8/28/2017,"dallas mega shelter can hold 5,000. i'm told plano is the backup for dallas once its shelters are full. harvey https://t.co/sqpqnadvl5",Texas,Dallas County,home
2894,64108,861,1120341,8/28/2017,"driving back home to the storm #harvey @ waelder, texas https://t.co/sczdojetfy",Texas,Gonzales County,home
2898,64179,26,{'$numberLong': '889804660172869632'},8/28/2017,"#hurricaneharvey flooded highway @ houston, texas https://t.co/kmeujsfwsz",Texas,Harris County,transportation
2924,64493,440,7095792,8/28/2017,#hurricaneharvey #harvey2017 we're dry booradley92 house though ???????????????????? korinne_branch @ lakemont?? https://t.co/dokova5pqk,Texas,Fort Bend County,home
2992,65203,396,100834973,8/29/2017,"#austin #iwish #texas #home #harvey #houston #off @ austin, texas https://t.co/j08yor3uur",Texas,Travis County,home
2999,65292,503,50813794,8/29/2017,#hurricaneharvey: as of now this is the #disasterelief phone number. #financialassistance from?? https://t.co/99hbjmg7kz,Texas,Harris County,power
3050,65898,373,15368520,8/29/2017,"@statesman what about us austin citizens we still have no power , why are we not a priority @austintexasgov #hurricaineharvey",Texas,Travis County,power
3052,65907,389,265739408,8/29/2017,"yummm salmon salad. another harvey made at home meal @ houston, texas https://t.co/nlkx1q8obw",Texas,Harris County,home
3146,67149,53,829390051,8/29/2017,#harvey my power came back on today thank you #lineworker #linemen @?? https://t.co/hvvoqruz5e,Texas,Victoria County,power
3151,67182,92,30260097,8/29/2017,"i'm going to miss these startling, screeching alarms when i head home tomorrow ???? #harvey?? https://t.co/tizuqk7aui",Texas,Montgomery County,home
3171,67445,401,218399961,8/29/2017,"how to charge your phone when the power goes out?????
????????????????????????????????????#houston #hurricaneharvey @ houston,?? https://t.co/ivznsfga1e",Texas,Harris County,power
3175,67508,477,{'$numberLong': '2426006035'},8/29/2017,pray for them to be back home cuz now they escape from hurricane harvey come to destroy their?? https://t.co/jqmd47gq6r,Texas,Bexar County,home
3177,67538,513,1369742112,8/29/2017,hey friends..... my home is under attack by #hurricaneharvey with the worst flooding i have seen?? https://t.co/wlazhcjfgb,Texas,Harris County,home
3207,68768,299,31661882,8/29/2017,"#repost @mrsockgame
?????????
use your cell phone or if you have internet use... #hurricaneharvey @?? https://t.co/qfdoymtgi5",Texas,Harris County,power
3288,70916,298,19772187,8/29/2017,"**** help for harvey houston relief fund ****

our office at keller williams dallas preston road?? https://t.co/w2fvbqqer5",Texas,Dallas County,transportation
3289,70989,381,{'$numberLong': '707318804909412352'},8/29/2017,"as you may know, our home state has been hit hard by #hurricaneharvey. join us in praying &amp;?? https://t.co/uoqcfzfron",Texas,Dallas County,home
3335,72322,354,15673984,8/29/2017,"#survivingharvey #dukesanddingssurvivingharvey #home @ houston, texas https://t.co/w7jsbg9pib",Texas,Harris County,home
3338,72345,386,{'$numberLong': '2853826637'},8/29/2017,dog found alone bus at harvey mega-shelter at george r. brown https://t.co/7ucdspaouj,Texas,Harris County,transportation
3356,72573,676,298621473,8/29/2017,"still closed due to hurricane harvey (at @lowes home improvement in houston, tx) https://t.co/tba2pvbsxx",Texas,Harris County,home
3385,73236,650,234587970,8/29/2017,#hurricaneharvey @ thurgood marshallhigh school https://t.co/djae2bfrff,Texas,Fort Bend County,home
3395,73447,32,21783051,8/29/2017,day 4 of harvey's wrath! when will it end?! long road ahead of us but we'll get through it?? https://t.co/osewpyicrd,Texas,Harris County,transportation
3396,73467,57,{'$numberLong': '3012125493'},8/29/2017,"anyone needing shelter ????? #lakewoodchurch #hurricaneharvey #houston @ houston, texas https://t.co/nwpwvycygb",Texas,Harris County,home
3419,73909,641,58624342,8/29/2017,houston police officer drowns in patrol car after getting stuck in harvey flooding hurricaneharvey https://t.co/qvi2en0jir,Texas,Dallas County,transportation
3452,74472,469,{'$numberLong': '3310847130'},8/29/2017,today's #gymselfie was at home because of #hurricaneharvey. check it out via my #igstory. don't?? https://t.co/dq9amgohzz,Texas,Harris County,home
3453,74529,547,29616462,8/29/2017,"hov lanes are metro bus storage centers, keeping them safe #harvey @khousportsmatt @ northeast?? https://t.co/0rvathohwk",Texas,Harris County,transportation
3480,75068,340,64217534,8/29/2017,"road closures due to high water in houston, tuesday. harvey houstonflooding roadclosures https://t.co/vl0txcsgiq",Texas,Tarrant County,transportation
3517,76686,663,52948369,8/29/2017,"hurricane harvey update;
susie and i needed to get out of the house for a minute...so we took a?? https://t.co/laphewdf92",Texas,Harris County,home
3544,77246,501,44951187,8/29/2017,"dr. mcallister got out of his home and headed to hotel. #harvey #chapelwood @ memorial, houston https://t.co/jtwxc67nia",Texas,Harris County,home
3560,77544,12,23993903,8/29/2017,"we managed to stay dry in the home but this is what happened to the back of our house. 
#harvey?? https://t.co/nlw6zjqdsp",Texas,Galveston County,home
3567,77707,207,1529393197,8/29/2017,"when #hurricaneharvey sinks your car, it motivates you to bring it back better then?? https://t.co/dlsvt8iqif",Texas,Fort Bend County,transportation
3589,78134,798,182928143,8/29/2017,#harvey flooding is bring a lot of spiders into our house. our sweet cat norman is working hard.?? https://t.co/9wcz14nj9m,Texas,Fort Bend County,home
3610,78613,529,16815462,8/29/2017,"eye wash at construction site picked up and moved into the road. 
#houston #hurricaneharvey?? https://t.co/hwhscmavi8",Texas,Harris County,transportation
3618,78790,758,1322875490,8/29/2017,arlington prepares to shelter hurricane harvey evacuees if state requests https://t.co/brmwudj7dw,Texas,Tarrant County,home
3634,79124,280,{'$numberLong': '816906066755813376'},8/29/2017,"the last few days dealing with #hurricaneharvey have been tough. after four days away from home,?? https://t.co/jz9lhfragi",Texas,Harris County,home
3641,79359,568,{'$numberLong': '3280079568'},8/29/2017,after harvey and before school make sure you come by to stock up on juice and new mods! 10% off?? https://t.co/cf6w84ftfn,Texas,Brazos County,home
3646,79446,672,37451173,8/29/2017,cat power - you are free #hurricaneharveyplaylist @ midtown houston https://t.co/vchpgs53pj,Texas,Harris County,power
3655,79652,19,35246187,8/29/2017,"day 5?  #hurricaneharvey.  driving on sam houston tollway north, westbound, from westlake?? https://t.co/ph2lqucsot",Texas,Harris County,transportation
3657,79691,70,{'$numberLong': '3012125493'},8/29/2017,"shelter in #hiramclarke ?????????? #hurricaneharvey #houston @ alief, houston https://t.co/ajnso7ytdm",Texas,Harris County,home
3684,80316,890,1014641912,8/29/2017,"we??re still home, and waiting out the aftermath of hurricane harvey. it??s finally stopped?? https://t.co/3t0dlrqjyl",Texas,Harris County,home
3691,80450,181,809093,8/29/2017,emergency usb cell phone charger hack. 2/2 #hurricaneharvey #charger #power #communication?? https://t.co/0xpvlvm8pz,Texas,Harris County,power
3694,80465,198,809093,8/29/2017,emergency usb cell phone charger hack. 1/2 #hurricaneharvey #charger #power #communication?? https://t.co/txojege7lu,Texas,Harris County,power
3733,81227,261,14617482,8/29/2017,st theresa parish in sugar land is now a shelter. #tour_archgh @archgh #harvey https://t.co/dbmjsld7zm,Texas,Harris County,home
3739,81269,318,71550751,8/29/2017,a patch of blue sky! first blue sky i've see since i returned home on friday. #harvey2017?? https://t.co/yzzflnst7e,Texas,Harris County,home
3744,81358,438,506854750,8/29/2017,long lines kroger in #laporte #texas post #hurricaneharvey ??? only 20 people can be in store at a?? https://t.co/279ulfpkks,Texas,Harris County,power
3757,81526,653,506854750,8/29/2017,long lines kroger in #laporte #texas during #hurricaneharvey ??? only 20 people can be the in?? https://t.co/vg8dygkdgr,Texas,Harris County,power
3808,82114,476,58624342,8/30/2017,dallas business works to shelter pets after hurricane harvey https://t.co/22dq8f0lb3,Texas,Dallas County,home
3814,82174,550,44152371,8/30/2017,a little bit of sunshine #home #stormover #harvey #harvey2017 #releasefrompoliceprison?? https://t.co/aupxc4dicx,Texas,Brazoria County,home
3845,82407,829,64217534,8/30/2017,interstate 10 at the jefferson / chambers county line. waves with white caps on the interstate. harvey https://t.co/zyvv6yvrd4,Texas,Tarrant County,power
3873,82660,222,65499341,8/30/2017,"more resilient texans helping texans ????

highway 6 @ i10. completely submerged
#hurricaneharvey?? https://t.co/jtlp54bt5j",Texas,Harris County,transportation
3875,82680,246,1519697522,8/30/2017,"get home and stay safe family. ???????? #houston #harvey #curfew #houstonstrong @ houston, texas https://t.co/9h20r9jlac",Texas,Harris County,home
3907,83008,651,104252843,8/30/2017,"the hwy 288 river
#houston #hurricaneharvey #texas @ third ward, houston https://t.co/fn0youjtc7",Texas,Harris County,transportation
3916,83092,758,14617482,8/30/2017,"holy name parish in the near north side of htown is now a shelter too!
#tour_archgh @archgh  #harvey https://t.co/7zhe1kyzgk",Texas,Harris County,home
3961,84337,567,58624342,8/30/2017,h-e-b launched its mobile kitchens to help feed those affected by harvey. https://t.co/ae4e5m0f3h,Texas,Dallas County,power
3972,84398,636,237575181,8/30/2017,george r. brown convention center #aerial #houstontx #skyline #shelter #hurricaneharvey?? https://t.co/i23psx7lem https://t.co/qrsfgkqvxc,Texas,Harris County,home
3973,84399,637,237575181,8/30/2017,george r. brown convention center #aerial #houstontx #skyline #shelter #hurricaneharvey?? https://t.co/i23psx7lem https://t.co/1mv9dacaeo,Texas,Harris County,home
3975,84406,644,309048840,8/30/2017,sending money and prayers to my home state. please donate. #harvey?? https://t.co/xmabkjwl36,Texas,Harris County,home
4015,84827,252,{'$numberLong': '2241980948'},8/30/2017,harvey's destruction. my heart hurts for houston. my home. @?? https://t.co/16zmj9uatj,Texas,Harris County,home
4016,84886,322,93730189,8/30/2017,"las mala: hwy 6 es un lago.
la buena: cielo despejado por primera vez en 5 d??as.
#harvey @?? https://t.co/096bubdt6r",Texas,Harris County,transportation
4039,85158,644,368119165,8/30/2017,"#repost harveyrescuepage (get_repost)
?????????
another shelter
kalicia28 
lala_singleton 
phatty_j?? https://t.co/91foi34q8x",Texas,Harris County,home
4071,85593,248,90900157,8/30/2017,5th day of #harvey #flood #houston #katy #texas @ kb home katy manor trails https://t.co/5bovlhp5j7,Texas,Harris County,home
4080,85766,447,1225838916,8/30/2017,repost this! ???????? #houston #cajunnavy #shelter #hurricaneharvey #helpforhouston #baby #galveston?? https://t.co/ouaiohgprd,Texas,Harris County,home
4082,85810,495,1225838916,8/30/2017,repost from thequeenp__passion ???????? #nrgpark #nrgcenter #shelter #hurricaneharvey #helpforhouston?? https://t.co/iz0dqpj3j9,Texas,Harris County,home
4153,87228,348,18713320,8/30/2017,i'm home! bullet is fine! all is right with the world! fuck you harvey! ???????????? #safe #harvey @?? https://t.co/0xljfhjgtc,Texas,Brazoria County,home
4184,87927,441,58624342,8/30/2017,"harvey flooding in a port arthur, tx shelter as the storm churns on. https://t.co/auzps69ddh",Texas,Dallas County,home
4192,88177,742,20403715,8/30/2017,had to kayak from my house to our truck. because of flooding. #hurricane #harvey #houston?? https://t.co/tcw8m61eol,Texas,Fort Bend County,home
4197,88271,866,18868027,8/30/2017,go to the waffle house!!! support houston!!!! #heyharvey?? https://t.co/2fyhy89txs,Texas,Brazoria County,home
4209,88732,636,1665963014,8/30/2017,"because of hurricane harvey, my mom has to keep all three of our dogs inside the house. well,?? https://t.co/kwzh1mg5mr",Texas,Harris County,home
4212,88760,678,38131630,8/30/2017,"#repost @trinabroussard (get_repost)
?????????
shelter info.
#houston 
#hurricaneharvey @ houston, texas https://t.co/sdwiqpkakz",Texas,Harris County,home
4215,88844,791,497454798,8/30/2017,harvey day 6 begins with a little sunshine and phone calls to the insurance company.?? https://t.co/i0ias2jsqj,Texas,Harris County,power
4220,88964,53,1583942420,8/30/2017,"???my brother was out of town when #harvey hit, and still can't get a flight back to his home in?? https://t.co/kchkbga561",Texas,Travis County,home
4227,89242,401,245833257,8/30/2017,that's our house to the right. #harvey #houston #dadsquad @ houston energy corridor https://t.co/ywfu27mcy7,Texas,Harris County,home
4236,89652,12,124905169,8/30/2017,woobie power @tcu_athletics tcu @tcufrogclub @dallascowboys #nottodayharvey #ftworthtohouston?? https://t.co/kuz8ed77gy,Texas,Montgomery County,power
4237,89677,47,13640332,8/30/2017,"senator tred cruz consoles shelter resident rose hert during his visit. 
.
.
.
.
#harvey?? https://t.co/x0fhuevdgy",Texas,Harris County,home
4240,89769,163,261469386,8/30/2017,convention center rt @byxbreezy: what shelter has been housing the most harvey victims in houston ?! please lmk,Texas,Harris County,home
4248,89908,337,726556208,8/30/2017,"#fbisd #kempner #afe
#hurricaneharvey #houstonstrong #houston #texas @ kempner high school https://t.co/ebaialjbwf",Texas,Fort Bend County,home
4262,90158,655,40143430,8/30/2017,this shelter can take 150 more ppl .. they have plenty of supplies and space #shelter #hurricane harvey #help... https://t.co/rimo72bbug,Texas,Harris County,home
4284,90463,146,267355915,8/30/2017,landing air craft apparently. #hurricaneharvey @ katy high school https://t.co/lzk27ror2n,Texas,Waller County,home
4285,90477,163,24385523,8/30/2017,mother mother ocean #hurricaneharvey2017 made it back home today!?? https://t.co/nfedvootmu,Texas,Aransas County,home
4315,92632,328,{'$numberLong': '800054046077943811'},8/30/2017,"houston texas, my home, my love. i'm so heartbroken over this tragedy that is hurricane harvey.?? https://t.co/np12wspuhy",Texas,Harris County,home
4318,92666,369,19663598,8/30/2017,amazed and encouraged by this outpouring of support for #hurricaneharvey . huge traffic jam on?? https://t.co/68uqb24ttm,Texas,Dallas County,transportation
4320,92734,457,149005118,8/30/2017,"very surreal to see all the pictures of hurricane harvey flooding, including my parents house in?? https://t.co/vngbxx7obq",Texas,Harris County,home
4329,92982,788,{'$numberLong': '768107948782391296'},8/30/2017,"????harvey relief info: to volunteer your time in dallas at the mega-shelter/convention center,?? https://t.co/e7faflewbe",Texas,Dallas County,home
4341,93201,200,58624342,8/30/2017,"uber texas offering free rides to and from shelters in dallas, austin, san antonio harvey https://t.co/zcx3qaiaiz",Texas,Dallas County,transportation
4365,93507,593,242898397,8/30/2017,"thank you all for your support and concern for the gihs during hurricane harvey! 
* the shelter?? https://t.co/nzbzv0egpc",Texas,Galveston County,home
4412,93746,887,{'$numberLong': '2883942865'},8/30/2017,cats rescued from la vita bella nursing home at center of viral hurricane harvey photo https://t.co/3wakcdgwgq,Texas,Galveston County,home
4422,93845,126,{'$numberLong': '2866011003'},8/30/2017,cats rescued from la vita bella nursing home at center of viral hurricane harvey photo https://t.co/5gx8wcl158,Texas,Galveston County,home
4429,93957,269,21246535,8/30/2017,my home. my thoughts are with the lone star state. #hurricaneharvey. if you can donate to the?? https://t.co/snf2mfvjpb,Texas,Travis County,home
4477,95243,122,26639840,8/30/2017,"used to be a road...#hurricaneharvey #brazosriver @ angleton, texas https://t.co/c3bodxghzt",Texas,Brazoria County,transportation
4486,95454,391,{'$numberLong': '854870821252325378'},8/30/2017,pulling up carpet wit my lil bro in my moms whole entire house ????????#hurricaneharvey @ clear lake?? https://t.co/au7tumdihu,Texas,Harris County,home
4499,95808,866,37154025,8/30/2017,???????????????? pray4houston  #truestory #houston #texas #galveston #i10 #hurricaneharvey #bloodmoneyent?? https://t.co/ztuyvjvdgx,Texas,Harris County,transportation
4516,96213,501,219030720,8/30/2017,"#lakeconroe #harvey 

go home dock your're drunk???????????? @ lake conroe https://t.co/qptj2ytc6b",Texas,Montgomery County,home
4528,96426,784,58624342,8/30/2017,us69 between beaumont &amp; lumberton is still closed and the water is rising. please stay home harvey https://t.co/9kg4k7pani,Texas,Dallas County,home
4543,96967,556,264422466,8/30/2017,#uber #houstonstrong houston harvey relief efforts @ downtown houston https://t.co/u4jvwpmmhv,Texas,Harris County,transportation
4549,97065,680,{'$numberLong': '2893828150'},8/30/2017,canceled work trip = school pick up and #froyo #thanksharvey #allthetoppings @ tcby  parkside?? https://t.co/ibsrjq3jjw,Texas,Travis County,home
4550,97068,683,{'$numberLong': '2875391164'},8/30/2017,houston mosques open doors to shelter harvey evacuees https://t.co/yccjymozxy,Texas,Fort Bend County,home
4561,97224,877,33142966,8/30/2017,houston mosques open doors to shelter harvey??evacuees https://t.co/lj6fnt5jka,Texas,Runnels County,home
4583,97783,703,58624342,8/30/2017,dallas county added to harvey disaster declaration to pay for care and housing of evacuees (shelter operations) https://t.co/sqis7i1pjg,Texas,Dallas County,home
4586,97826,764,33732200,8/30/2017,"#barkerreservoir #hurricaneharvey #houston this is the reservoir that saved my house, and that?? https://t.co/gse7pwi5yp",Texas,Harris County,home
4603,98194,362,847552784,8/30/2017,we are here to help. if your home was damaged by #hurricaneharvey please dm me so we can come?? https://t.co/d30ydexu3h,Texas,Fort Bend County,home
4615,98530,828,16111173,8/30/2017,and then you come home to this #texasflood #harvey @weatherchannel @ brazos river https://t.co/pvdnux70kw,Texas,Brazoria County,home
4624,98757,218,501388451,8/30/2017,first time out of the house after a week. #byeharvey time to #feedtheselfie #happyhour https://t.co/daqlb9xr0b https://t.co/rfi8dg6kfy,Texas,Harris County,home
4669,99947,28,260973421,8/30/2017,"home. #htown  #harvey @ houston, texas https://t.co/f14do36oqj",Texas,Harris County,home
4695,100281,440,774607304,8/31/2017,we??re just doing our part. #kwcares #jbhst #kwwaco #hurricaneharvey2017 @ jeff bird home selling?? https://t.co/izorx9fyqg,Texas,McLennan County,home
4697,100326,496,52509561,8/31/2017,if you worked the #harvey shelter at bay area church this week i want to say thank you. you?? https://t.co/w35pk23qqo,Texas,Galveston County,home
4698,100375,556,37230936,8/31/2017,"finally went somewhere #tropicalstormharvey (@ kirby ice house in houston, tx) https://t.co/vzqe0vec4v",Texas,Harris County,home
4705,100452,661,41050132,8/31/2017,"kashi house now underwater, thanks to that mofo #hurricaneharvey ????.
we are safe thanks to our?? https://t.co/ruebkmjbzm",Texas,Fort Bend County,home
4708,100469,681,{'$numberLong': '879342912659746816'},8/31/2017,"when the power goes out... #hurricaneharvey #houstonstrong @ kingwood, texas https://t.co/fxxyxm8mdq",Texas,Harris County,power
4731,100664,9,521838454,8/31/2017,flying over my house this evening #globemaster #kingwood #houston #houstonflood #harveyrescue @?? https://t.co/rs9z6jq7mw,Texas,Harris County,home
4739,100807,177,58624342,8/31/2017,north texans travel to the houston area to help rescue animals from a shelter affected by hurricane harvey.?? https://t.co/3ckejxtz5s,Texas,Dallas County,home
4748,100945,342,1110332864,8/31/2017,this kind of water is just unreal for me to see. #beaumont #home #fuharvey #texas #survive?? https://t.co/hkk2cbmmqe,Texas,Jefferson County,home
4757,101110,553,{'$numberLong': '854870821252325378'},8/31/2017,"beltway 8 &amp; telephone 
earlier today #hurricaneharvey #houston @ southeast houston, houston, texas https://t.co/tteydlytty",Texas,Harris County,power
4765,101186,651,{'$numberLong': '3034114885'},8/31/2017,"rebuilding home #hurricaneharvey @ rockport, texas https://t.co/jetvbqh2cd",Texas,Aransas County,home
4767,101207,677,88121538,8/31/2017,traffic jams have returned #houston #harvey @ i-10 &amp; eldridge https://t.co/uwalwtl1l7,Texas,Harris County,transportation
4775,101346,843,156374814,8/31/2017,"one mile from home. crazy!
#harvey2017texas #texasstrong?? https://t.co/vofps0npfq",Texas,Harris County,home
4812,101910,607,17465444,8/31/2017,"the line for gasoline in prosper, texas. thanks, harvey. @ kroger marketplace https://t.co/td2hd8om7i",Texas,Collin County,power
4837,102418,347,38531664,8/31/2017,????????we are here to help! ???????? hurricane harvey recovery event |????back to school haircuts?? https://t.co/jtqzyxest7,Texas,Harris County,home
4889,103845,375,533838596,8/31/2017,"motivation
#harvey
this line of volunteers waited patiently to receive assignments to #help????
how?? https://t.co/cbszmgldw9",Texas,Harris County,power
4890,103989,548,275879713,8/31/2017,"on the road to league city, tx and galveston, tx. #hurricaneharvey?? https://t.co/tk2keaoifb",Texas,Hays County,transportation
4949,106479,355,58624342,8/31/2017,fort worth zoo hits the road to help animals in need after harvey https://t.co/mq5mrypjz9,Texas,Dallas County,transportation
4967,107688,154,774607304,8/31/2017,thank you bowen electric for your generous donations. #kwcares #bowenelectric #hurricaneharvey?? https://t.co/rueth3tle1,Texas,McLennan County,power
4968,107696,165,58624342,8/31/2017,students texas a&amp;m university are building mobile medical clinics to help families impacted by harvey https://t.co/5n5i7ockwb,Texas,Dallas County,power
4978,108037,636,339313505,8/31/2017,harvey thursday update- late yesterday brooke kotrla and i decided to leave my in laws house and?? https://t.co/vrbdiwykup,Texas,Fort Bend County,home
5002,108623,532,15931637,8/31/2017,"look closely. that's a mcdonald's sign battered by hurricane harvey in portland, texas @ highway?? https://t.co/g7nr5cuu9e",Texas,San Patricio County,transportation
5003,108642,558,297429853,8/31/2017,helping with translation team here at the nrg! #hurricaneharvey #nrg #shelter @ nrg park https://t.co/gffz2qxqmd,Texas,Harris County,home
5011,108994,139,1705807574,8/31/2017,#repost rc.jones #volunteer #hurricaneharvey #houston #shelter #uber #free #ride #htown #help @?? https://t.co/ynekcadnhf,Texas,Harris County,transportation
5042,109709,176,36258072,8/31/2017,with hurricane harvey out  if the way and still having no electricity at our house pizza... https://t.co/ljsvavvjye https://t.co/m8ghnzenwi,Texas,Victoria County,home
5067,110379,177,23517712,8/31/2017,houston man electrocuted while walking to sister??s house in harvey??s??floodwaters https://t.co/kgtznwaopy,Texas,Harris County,home
5068,110407,215,293408665,8/31/2017,"to those in my home state affected by hurricane harvey, please be?? https://t.co/xmwdax7vmz",Texas,Harris County,home
5077,110606,487,40088514,8/31/2017,crazy lines to get gas in #dallas #hurricaneharvey #wfaa #wfaanews8 #wfaanews @ quiktrip https://t.co/kroji7yhsv,Texas,Dallas County,power
5096,111101,255,{'$numberLong': '2828999401'},8/31/2017,"back to school after all #hurricaneharvey has put us through. @ channelview, texas https://t.co/2gptbq1zoz",Texas,Harris County,home
5122,112084,676,58624342,8/31/2017,(ap) - white house says president trump to pledge $1 million in personal funds to harvey relief efforts https://t.co/oxhvwspgzr,Texas,Dallas County,home
5148,112697,610,520625661,8/31/2017,first road block was about 200 cattle wow! #kwcares #kw #harvey #hurricaneharvey @ texas https://t.co/v0v9fuglpz,Texas,Menard County,transportation
5151,112719,638,58624342,8/31/2017,white house: trump will donate $1 million to harvey relief https://t.co/jbxdgn4cvy,Texas,Dallas County,home
5185,113767,260,1528021135,8/31/2017,supporting harvey phone bank at univision @ univision communications https://t.co/xkivtaw3cj,Texas,Harris County,power
5189,113945,492,58624342,8/31/2017,white house: trump will donate $1 million to harvey relief https://t.co/ufwitaiohp,Texas,Dallas County,home
5194,114019,598,18797480,8/31/2017,take heart #rosenberg! crucial resupply after #hurricaneharvey is here! @ the ice house -?? https://t.co/iyu5bhqngb,Texas,Fort Bend County,home
5200,114959,77,261006598,8/31/2017,manning the phone banks #cowboys4texas #harveyrelief @ at&amp;t stadium https://t.co/ggxbjusptd,Texas,Tarrant County,power
5231,115274,518,1325501882,8/31/2017,hurricane harvey drive for school supplies https://t.co/muzz4awbiw,Texas,Dallas County,home
5232,115293,540,1325599652,8/31/2017,hurricane harvey drive for school supplies https://t.co/tx8faiocwt,Texas,Dallas County,home
5275,115563,878,494710181,8/31/2017,"gas price up $.20 and lines at every gas station. #harvey @ san antonio, texas https://t.co/e8j0ubeovk",Texas,Bexar County,power
5281,115576,897,{'$numberLong': '3817486992'},8/31/2017,"please share!!

was your home flooded by hurricane harvey? 

the adolph group have a team to?? https://t.co/d6fexyy6yn",Texas,Harris County,home
5346,116687,601,370933839,9/1/2017,"houston is where i live. the effects of #harvey are close to home.
we are only starting to see?? https://t.co/remdwm8cbk",Texas,Harris County,home
5350,116800,754,630427355,9/1/2017,well harvey has come and gone! since i'm stuck in the neighborhood and there was no power?? https://t.co/mhsaxrzeqj,Texas,Jefferson County,power
5360,116992,121,235245323,9/1/2017,people are still serving! red cross delivery!  #redcross #shelter #hurricaneharvey @ first?? https://t.co/vf8v9zvkzl,Texas,Harris County,home
5362,117001,132,235245323,9/1/2017,people are still serving! red cross delivery!  #redcross #shelter #hurricaneharvey @ first?? https://t.co/kpa1mv3jg6,Texas,Harris County,home
5363,117011,145,235245323,9/1/2017,red cross delivery!  #redcross #shelter #hurricaneharvey @ first metropolitan church https://t.co/klrso6ymrc,Texas,Harris County,home
5364,117045,188,823689,9/1/2017,"it's a start. #harveyrelief (at @lowes home improvement in austin, tx) https://t.co/eld8o0xpo4 https://t.co/wledtkodjg",Texas,Williamson County,home
5376,117337,586,34857286,9/1/2017,my house is the one with the two cars in front. this was taken from a boat... #hurricane #harvey?? https://t.co/unybcufq0i,Texas,Fort Bend County,home
5391,117592,63,871924728,9/1/2017,my beautiful 78 year old grandmother lost her house in hurricane harvey. i have started a go?? https://t.co/xk6ulveyqc,Texas,Fayette County,home
5437,118631,429,133541308,9/1/2017,"this is my home. unreal. #hurricaneharvey #houston @ houston, texas https://t.co/tbazoxijiw",Texas,Harris County,home
5442,118806,637,58624342,9/1/2017,bus loads of evacuees just dropped off at mega shelter in downtown dallas. harvey latest good day fox 4 news https://t.co/lrtyeclwep,Texas,Dallas County,transportation
5453,119236,280,40592189,9/1/2017,"after 2 weeks at sea due to hurricane harvey, we're almost fucking home. #freethecruise @?? https://t.co/tw1ukzinqt",Texas,Galveston County,home
5486,121433,564,9282272,9/1/2017,"when #harvey kicks your home to the curb @ meyerland, houston https://t.co/bjp6tucwql",Texas,Harris County,home
5528,123339,473,378640842,9/1/2017,i??m praying this baby??s home was spared by harvey??s floodwaters.  his mom handed him to me.  the  boat was rocking.?? https://t.co/vnr8a1xwjk,Texas,Harris County,home
5599,126365,96,58624342,9/1/2017,massive gator found inside flooded houston home after harvey https://t.co/p5wxtcxiom,Texas,Dallas County,home
5603,126562,357,20247181,9/1/2017,"gas lines... totally unnecessary gas lines.  #harvey @ austin, texas https://t.co/z3c7tqv4j4",Texas,Travis County,power
5635,127850,313,418878672,9/1/2017,kick off the school year &amp; help hurricane harvey families with a peanut butter donation https://t.co/rncskwsc2k,Texas,Collin County,home
5730,132492,165,22790724,9/2/2017,"everyone met alexander the great. alex and his dad were displaced from harvey, there home was?? https://t.co/fdk8tnhbpv",Texas,Harris County,home
5743,132748,486,32466394,9/2/2017,orangefield high school on 31 aug 2017. #hurricaneharvey @ orangefield high school https://t.co/tpmh1eug7f,Texas,Orange County,home
5746,132816,579,57162782,9/2/2017,"what a week for harvey, texas. traffic lights still in shock, causing tempers to flare. @?? https://t.co/y6s4ix4bbl",Texas,Harris County,power
5755,133016,849,73796992,9/2/2017,"day 7
west of gessner and south of i10
#harvey #houston #afterthestorm #recoverymode #weather?? https://t.co/fsjde2n1ag",Texas,Harris County,transportation
5757,133138,114,74523889,9/2/2017,danielle is a college student whose home in port aransas had been damaged by hurricane harvey.?? https://t.co/1cdc2phjni,Texas,Aransas County,home
5762,133205,193,74523889,9/2/2017,danielle is a college student whose home in port aransas had been damaged by hurricane harvey.?? https://t.co/1cdc2phjni,Texas,Aransas County,home
5776,133499,572,24461248,9/2/2017,"home cleanup days 1 - 3 #houstonstrong #hurricaneharvey @ meyerland, houston https://t.co/knvyx2pxvw",Texas,Harris County,home
